surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
292,7,2009,23,284,bureau,moyen,simple,pompe_chaleur,NE,78.6,22951,B
152,8,1959,16,37,residentiel,moyen,triple,pompe_chaleur,O,67.1,10199,B
279,13,1975,14,428,commercial,tres_fort,triple,pompe_chaleur,NE,46.3,12918,A
85,7,1921,14,39,residentiel,moyen,triple,pompe_chaleur,SO,87.1,7403,B
49,6,2008,5,161,industriel,fort,triple,fioul,NO,41.4,2029,A
384,12,1944,12,18,residentiel,tres_fort,double,elec,O,63.2,24269,B
499,5,1926,20,147,residentiel,tres_fort,simple,elec,SE,93.1,46457,C
257,1,1982,17,123,commercial,tres_fort,simple,pompe_chaleur,E,63.0,16191,B
186,1,1958,5,347,residentiel,fort,double,gaz,SE,44.2,8221,A
96,12,1962,6,18,residentiel,moyen,double,gaz,SO,87.0,8352,B
554,10,1965,20,5,commercial,tres_fort,simple,fioul,SO,63.6,35234,B
345,3,1985,18,94,residentiel,moyen,triple,elec,NE,56.9,19630,B
300,4,2003,12,108,residentiel,faible,double,gaz,O,81.5,24450,B
244,12,1979,22,56,bureau,tres_fort,double,elec,O,49.6,12102,A
176,9,1983,5,281,residentiel,fort,triple,gaz,NE,40.0,7040,A
112,7,2004,19,9,residentiel,moyen,double,gaz,SO,63.0,7056,B
292,6,2001,23,127,residentiel,faible,double,elec,SE,99.4,29025,C
168,6,1937,12,87,residentiel,moyen,double,elec,NE,108.7,18262,C
182,12,1955,13,192,residentiel,tres_fort,double,elec,E,54.7,9955,B
814,3,1971,8,168,residentiel,fort,simple,gaz,O,61.7,50224,B
237,13,2017,21,26,bureau,moyen,double,elec,S,71.4,16922,B
44,4,1983,18,54,bureau,fort,double,gaz,S,55.8,2455,B
168,4,2004,12,285,residentiel,tres_fort,triple,elec,N,39.7,6670,A
121,6,2002,8,24,residentiel,tres_fort,triple,elec,SE,31.8,3848,A
222,12,2015,13,352,commercial,moyen,simple,gaz,NO,57.2,12698,B
90,1,1973,13,29,bureau,fort,triple,fioul,S,47.9,4311,A
331,3,1947,11,6,residentiel,moyen,simple,elec,NO,106.7,35318,C
199,6,1962,20,110,bureau,moyen,simple,gaz,S,119.3,23741,C
175,2,1920,11,252,residentiel,moyen,double,gaz,E,95.7,16748,C
272,6,1991,6,477,commercial,moyen,triple,gaz,E,50.1,13627,B
232,6,1984,19,99,industriel,fort,triple,gaz,S,71.3,16542,B
223,9,1937,18,268,industriel,moyen,triple,fioul,NO,104.4,23281,C
209,5,1971,4,58,residentiel,moyen,simple,pompe_chaleur,N,75.4,15759,B
241,8,1994,17,48,residentiel,faible,simple,pompe_chaleur,O,106.7,25715,C
311,14,2001,13,323,residentiel,faible,simple,elec,O,100.0,31100,C
285,7,2000,17,252,residentiel,fort,double,fioul,NE,66.0,18810,B
539,12,1930,9,22,residentiel,moyen,double,fioul,S,106.3,57296,C
167,4,1958,7,533,bureau,faible,simple,gaz,O,139.0,23213,C
289,13,1981,15,86,residentiel,tres_fort,double,gaz,SE,34.4,9942,A
1356,8,1930,5,253,industriel,moyen,double,gaz,E,76.3,103463,B
238,2,1940,8,75,residentiel,tres_fort,double,gaz,SO,42.6,10139,A
244,13,2018,4,39,residentiel,fort,double,elec,O,20.0,4880,A
101,10,1973,10,317,commercial,fort,double,gaz,SE,68.6,6929,B
149,5,1980,22,488,commercial,fort,double,pompe_chaleur,N,63.7,9491,B
227,9,1936,14,104,residentiel,faible,double,gaz,SE,128.1,29079,C
355,14,1985,18,45,bureau,fort,double,pompe_chaleur,O,59.1,20980,B
385,2,2014,18,313,residentiel,fort,simple,gaz,SO,41.3,15900,A
307,1,2019,6,217,residentiel,moyen,triple,gaz,NO,49.5,15196,A
430,12,1939,22,5,bureau,fort,double,pompe_chaleur,NO,86.9,37367,B
122,5,1943,7,2,residentiel,moyen,simple,elec,S,115.6,14103,C
345,12,1979,8,130,bureau,tres_fort,double,pompe_chaleur,NE,56.6,19527,B
247,11,2012,17,102,residentiel,fort,double,fioul,NO,55.6,13733,B
267,13,1920,13,191,bureau,faible,simple,gaz,SE,146.3,39062,C
190,11,1943,8,58,commercial,tres_fort,simple,gaz,O,56.2,10678,B
126,14,1936,10,16,residentiel,tres_fort,triple,gaz,NE,72.5,9135,B
105,9,2002,12,317,residentiel,fort,double,gaz,S,51.5,5408,B
306,2,1971,16,74,residentiel,faible,simple,fioul,O,126.2,38617,C
347,3,1994,19,111,commercial,fort,double,pompe_chaleur,O,60.1,20855,B
223,13,1924,11,156,bureau,fort,double,gaz,N,90.0,20070,B
242,5,1933,11,106,commercial,moyen,double,pompe_chaleur,SO,98.3,23789,C
148,14,1976,5,179,residentiel,tres_fort,double,fioul,NO,41.5,6142,A
348,13,1963,23,357,residentiel,fort,simple,gaz,S,101.6,35357,C
255,10,1939,16,50,bureau,tres_fort,simple,gaz,SO,79.9,20374,B
189,2,1947,9,218,residentiel,fort,triple,pompe_chaleur,NO,63.1,11926,B
449,3,1995,4,415,commercial,moyen,double,pompe_chaleur,NO,39.1,17556,A
384,11,1921,22,65,residentiel,tres_fort,triple,gaz,SO,58.2,22349,B
84,6,2010,4,474,residentiel,fort,simple,elec,O,35.6,2990,A
253,6,1936,7,80,bureau,moyen,double,gaz,E,91.0,23023,C
125,2,1998,21,226,bureau,moyen,double,elec,NE,95.7,11962,C
270,7,1985,10,87,bureau,faible,double,elec,SO,105.6,28512,C
30,1,1926,21,66,residentiel,fort,double,gaz,SE,95.2,2856,C
281,2,1999,15,168,industriel,moyen,double,pompe_chaleur,SE,70.1,19698,B
403,13,1971,15,11,commercial,tres_fort,simple,elec,SE,41.4,16684,A
226,11,1951,22,33,commercial,tres_fort,simple,pompe_chaleur,N,75.9,17153,B
108,14,1931,4,103,bureau,fort,double,elec,O,60.9,6577,B
962,13,1932,10,328,bureau,moyen,simple,elec,E,109.4,105243,C
550,13,1962,10,39,bureau,fort,simple,gaz,E,78.4,43120,B
169,6,1950,18,398,residentiel,faible,triple,gaz,SE,103.6,17508,C
204,4,2007,10,97,residentiel,fort,double,pompe_chaleur,O,27.0,5508,A
61,10,1976,21,267,bureau,moyen,double,elec,SE,96.4,5880,C
341,9,1924,18,99,residentiel,tres_fort,triple,gaz,SO,72.9,24859,B
94,7,2011,22,99,residentiel,moyen,double,bois,O,77.3,7266,B
390,7,1946,20,132,commercial,moyen,simple,pompe_chaleur,S,115.1,44889,C
502,3,1983,18,30,residentiel,tres_fort,double,gaz,NO,48.6,24397,A
233,7,2005,11,182,bureau,moyen,double,gaz,SE,46.3,10788,A
116,14,1989,18,103,bureau,tres_fort,double,elec,O,67.0,7772,B
587,6,1962,12,48,residentiel,tres_fort,double,gaz,S,40.9,24008,A
245,8,1920,10,13,commercial,moyen,triple,bois,NE,107.9,26436,C
261,14,1944,8,210,residentiel,moyen,simple,elec,SO,108.0,28188,C
127,12,1979,21,43,commercial,fort,simple,gaz,NE,86.2,10947,B
280,12,2018,18,217,commercial,fort,double,elec,O,82.6,23128,B
212,1,1923,4,107,residentiel,tres_fort,double,gaz,O,64.2,13610,B
97,12,1936,10,56,residentiel,moyen,double,elec,NO,91.9,8914,C
625,2,1957,15,91,residentiel,fort,simple,gaz,E,73.4,45875,B
838,1,2002,18,20,residentiel,moyen,simple,pompe_chaleur,NO,76.2,63856,B
499,5,2018,10,46,residentiel,fort,double,pompe_chaleur,SO,35.1,17515,A
450,6,1938,18,179,industriel,fort,triple,fioul,SE,63.6,28620,B
842,2,1980,9,432,residentiel,tres_fort,simple,gaz,SO,34.3,28881,A
118,9,2020,7,9,commercial,moyen,triple,gaz,SE,35.1,4142,A
117,13,2023,5,7,residentiel,moyen,double,pompe_chaleur,SE,42.6,4984,A
183,10,2001,21,521,industriel,moyen,simple,gaz,N,107.2,19618,C
301,14,2000,17,172,residentiel,faible,double,gaz,E,91.2,27451,C
199,13,1948,20,383,residentiel,moyen,double,bois,E,113.8,22646,C
120,12,1952,14,277,bureau,tres_fort,double,pompe_chaleur,SE,37.2,4464,A
246,3,2022,15,83,residentiel,moyen,double,fioul,S,59.9,14735,B
229,9,1984,9,309,commercial,moyen,double,elec,SO,53.7,12297,B
441,2,1931,5,29,residentiel,fort,simple,elec,NO,82.2,36250,B
252,11,1927,18,30,bureau,moyen,triple,elec,N,97.6,24595,C
65,13,2009,7,23,bureau,moyen,triple,elec,NO,40.5,2632,A
320,2,1933,21,225,bureau,tres_fort,double,gaz,E,62.8,20096,B
740,8,1992,5,58,residentiel,faible,double,pompe_chaleur,E,68.7,50838,B
250,2,1953,23,516,residentiel,moyen,triple,gaz,SO,82.4,20600,B
488,8,1938,13,324,residentiel,fort,simple,elec,SE,79.4,38747,B
172,7,1931,9,199,residentiel,moyen,triple,fioul,SE,88.7,15256,B
364,13,1976,9,101,residentiel,moyen,double,pompe_chaleur,E,68.9,25080,B
145,4,2003,17,110,industriel,moyen,triple,gaz,NO,56.0,8120,B
206,11,1921,20,198,bureau,moyen,double,elec,E,128.5,26471,C
207,10,1993,13,8,bureau,tres_fort,double,elec,NE,49.7,10288,A
342,11,1979,12,59,residentiel,moyen,double,gaz,O,95.8,32764,C
137,14,2002,21,383,residentiel,moyen,simple,gaz,NE,97.4,13344,C
88,3,1980,13,219,bureau,moyen,simple,elec,NO,68.0,5984,B
340,1,1933,10,152,residentiel,tres_fort,triple,pompe_chaleur,E,59.1,20094,B
331,9,1962,22,28,residentiel,faible,simple,fioul,N,153.2,50709,D
265,2,2022,20,105,bureau,tres_fort,simple,gaz,N,69.9,18524,B
470,7,2005,15,369,bureau,moyen,double,gaz,SO,60.3,28341,B
212,8,1956,4,51,industriel,tres_fort,double,gaz,SO,47.7,10112,A
298,9,2016,11,252,residentiel,moyen,double,bois,NO,50.5,15049,B
192,1,1920,23,452,bureau,faible,simple,pompe_chaleur,N,193.3,37114,D
204,9,1975,23,56,residentiel,moyen,double,bois,NE,85.5,17442,B
310,11,2000,17,71,residentiel,moyen,triple,elec,O,50.1,15531,B
1196,1,1990,13,173,commercial,fort,simple,gaz,S,68.3,81687,B
411,6,1938,21,106,residentiel,fort,double,elec,O,92.0,37812,C
359,5,1935,15,192,bureau,fort,double,gaz,SE,65.6,23550,B
420,5,1997,5,128,residentiel,faible,double,gaz,SO,75.5,31710,B
47,7,2023,11,107,residentiel,fort,triple,gaz,SE,20.0,940,A
306,2,1999,10,97,industriel,moyen,triple,gaz,S,39.5,12087,A
463,8,2009,17,47,residentiel,tres_fort,double,gaz,NE,32.2,14909,A
260,2,2014,8,57,commercial,fort,double,fioul,NE,51.6,13416,B
237,2,2018,19,20,residentiel,fort,double,pompe_chaleur,E,51.8,12277,B
127,8,2002,8,75,industriel,tres_fort,double,pompe_chaleur,O,36.7,4661,A
181,13,2000,16,249,residentiel,fort,double,gaz,O,62.6,11331,B
137,10,2002,10,28,residentiel,fort,simple,pompe_chaleur,N,61.5,8426,B
493,5,1953,8,281,commercial,moyen,triple,elec,O,77.9,38405,B
700,5,1976,18,26,residentiel,fort,double,gaz,E,79.3,55510,B
948,7,1943,22,176,residentiel,moyen,simple,gaz,E,124.9,118405,C
135,1,1975,19,7,industriel,faible,triple,gaz,NE,105.6,14256,C
153,10,1973,14,135,bureau,fort,double,fioul,NO,59.9,9165,B
145,2,1927,22,236,bureau,faible,double,pompe_chaleur,N,153.4,22243,D
120,11,1928,20,241,bureau,fort,double,gaz,E,79.6,9552,B
121,6,2018,22,50,commercial,faible,triple,elec,N,91.5,11072,C
171,6,1977,4,174,commercial,moyen,triple,gaz,SE,37.9,6481,A
451,7,1923,20,334,bureau,tres_fort,double,gaz,SO,88.2,39778,B
148,2,1958,14,89,residentiel,faible,double,elec,O,124.0,18352,C
511,4,2012,17,129,residentiel,fort,triple,pompe_chaleur,SO,47.6,24324,A
637,3,1995,22,291,bureau,fort,triple,pompe_chaleur,NO,69.1,44017,B
299,12,2005,14,393,commercial,tres_fort,simple,gaz,SE,34.6,10345,A
578,3,1985,17,224,bureau,faible,double,elec,SO,113.5,65603,C
94,2,1992,23,244,residentiel,fort,triple,gaz,NE,64.2,6035,B
166,4,1945,6,0,residentiel,moyen,simple,gaz,O,108.8,18061,C
279,6,2007,18,137,bureau,moyen,double,gaz,NO,64.8,18079,B
286,9,1996,18,17,commercial,moyen,double,gaz,S,56.3,16102,B
665,6,1944,7,146,residentiel,moyen,double,gaz,E,107.0,71155,C
122,8,1952,4,45,bureau,moyen,double,gaz,NE,71.2,8686,B
168,8,1999,16,165,commercial,faible,simple,pompe_chaleur,S,100.9,16951,C
231,3,1945,11,330,industriel,moyen,double,gaz,O,63.9,14761,B
170,1,1989,10,38,residentiel,fort,double,gaz,SE,46.9,7973,A
118,10,1963,8,193,industriel,moyen,triple,fioul,SE,66.9,7894,B
175,14,1949,14,25,bureau,faible,double,fioul,SO,121.7,21298,C
206,1,1936,9,1,commercial,moyen,simple,gaz,SE,103.6,21342,C
674,13,1995,5,32,residentiel,moyen,triple,gaz,E,43.8,29521,A
120,13,1953,4,18,bureau,fort,double,gaz,NO,65.9,7908,B
433,12,1977,9,124,bureau,tres_fort,double,bois,E,31.8,13769,A
596,8,1947,16,36,residentiel,fort,double,gaz,SO,72.1,42972,B
171,5,1935,14,157,residentiel,fort,double,gaz,S,90.9,15544,C
294,9,1922,18,11,bureau,faible,triple,pompe_chaleur,E,114.5,33663,C
366,1,2017,15,251,bureau,tres_fort,double,pompe_chaleur,SO,38.0,13908,A
326,5,1951,9,336,residentiel,moyen,triple,gaz,S,57.6,18778,B
259,6,1979,22,102,residentiel,moyen,double,gaz,NE,95.4,24709,C
152,8,1968,15,541,residentiel,moyen,double,elec,E,89.4,13589,B
389,4,1958,16,125,industriel,faible,double,gaz,E,112.7,43840,C
188,6,2006,13,160,industriel,fort,simple,gaz,NO,57.3,10772,B
250,11,2014,12,16,residentiel,moyen,triple,pompe_chaleur,SE,44.4,11100,A
277,14,1938,23,302,residentiel,moyen,simple,pompe_chaleur,S,121.9,33766,C
445,12,1923,11,165,residentiel,faible,triple,pompe_chaleur,SO,108.4,48238,C
943,2,1954,20,79,bureau,tres_fort,simple,pompe_chaleur,N,69.6,65633,B
146,9,1930,5,222,commercial,fort,double,elec,N,46.2,6745,A
254,7,1923,22,0,bureau,tres_fort,triple,gaz,SO,76.6,19456,B
87,8,2003,19,12,residentiel,tres_fort,double,pompe_chaleur,N,65.6,5707,B
690,12,1927,20,41,residentiel,tres_fort,simple,gaz,E,67.4,46506,B
252,5,1927,10,97,residentiel,moyen,double,gaz,N,113.6,28627,C
198,8,1957,17,157,commercial,faible,simple,gaz,S,142.3,28175,C
254,13,1979,19,156,bureau,moyen,triple,pompe_chaleur,N,66.0,16764,B
263,8,1971,5,5,bureau,moyen,simple,elec,E,77.5,20382,B
147,8,1997,16,7,residentiel,fort,double,elec,E,52.4,7703,B
562,13,1997,21,304,industriel,faible,simple,elec,S,116.5,65473,C
384,1,1921,20,32,residentiel,faible,double,pompe_chaleur,NO,148.7,57101,C
424,6,1999,19,331,commercial,fort,triple,gaz,N,80.6,34174,B
152,7,1924,21,499,commercial,faible,triple,gaz,O,147.1,22359,C
146,1,2015,9,90,bureau,faible,double,pompe_chaleur,E,52.4,7650,B
226,7,1951,17,70,commercial,faible,simple,pompe_chaleur,NO,165.1,37313,D
428,13,2014,9,124,residentiel,fort,simple,elec,E,53.7,22984,B
348,12,2023,21,34,bureau,faible,triple,gaz,O,68.3,23768,B
142,1,1930,14,69,residentiel,faible,simple,fioul,SE,165.5,23501,D
391,13,1959,20,109,bureau,moyen,double,elec,S,104.3,40781,C
124,12,1931,9,52,residentiel,fort,double,fioul,O,66.9,8296,B
154,13,2020,10,56,residentiel,moyen,triple,pompe_chaleur,NE,51.5,7931,B
273,2,1971,23,132,residentiel,faible,double,fioul,NO,119.1,32514,C
108,13,2007,22,32,residentiel,tres_fort,double,gaz,NE,65.7,7096,B
125,1,1981,7,1,bureau,tres_fort,triple,elec,NO,33.1,4138,A
725,1,2008,11,54,bureau,faible,triple,gaz,SE,47.6,34510,A
637,5,1982,7,4,residentiel,moyen,double,gaz,SE,66.3,42233,B
1215,12,1925,16,51,industriel,faible,double,gaz,NE,144.3,175324,C
335,13,1970,4,220,industriel,fort,double,gaz,SO,47.7,15980,A
384,9,1988,4,199,residentiel,moyen,double,elec,N,61.9,23770,B
220,1,2022,15,27,residentiel,tres_fort,simple,elec,O,59.3,13046,B
191,13,2006,21,149,bureau,fort,double,gaz,SE,55.4,10581,B
450,4,1972,18,61,commercial,fort,double,gaz,N,64.6,29070,B
635,11,2003,17,56,residentiel,faible,simple,gaz,SE,110.0,69850,C
424,4,2017,15,14,commercial,tres_fort,simple,pompe_chaleur,N,46.3,19631,A
136,8,2011,7,205,residentiel,fort,double,gaz,SE,29.2,3971,A
322,2,2022,8,111,residentiel,fort,simple,pompe_chaleur,S,39.3,12655,A
143,14,1957,16,209,commercial,faible,double,gaz,NO,119.9,17146,C
195,2,1966,22,380,bureau,fort,double,elec,SE,75.9,14801,B
769,14,1921,4,54,commercial,fort,double,pompe_chaleur,SE,90.7,69748,C
106,13,1933,11,65,residentiel,tres_fort,double,elec,NE,50.3,5332,B
1117,3,2004,7,8,residentiel,fort,double,elec,SO,22.1,24686,A
359,10,1953,6,32,residentiel,moyen,double,fioul,S,87.0,31233,B
177,5,1965,11,37,residentiel,moyen,double,gaz,S,72.6,12850,B
257,5,1957,7,820,residentiel,fort,double,gaz,S,62.6,16088,B
151,5,2016,8,15,bureau,tres_fort,triple,fioul,NO,34.8,5255,A
167,4,2012,12,26,bureau,fort,simple,pompe_chaleur,SO,29.2,4876,A
258,14,1996,18,27,bureau,moyen,double,elec,SO,82.0,21156,B
194,1,2020,14,115,residentiel,faible,double,gaz,NE,63.5,12319,B
127,5,1976,14,13,residentiel,fort,triple,gaz,S,70.5,8954,B
210,6,1937,16,52,bureau,tres_fort,simple,fioul,S,61.8,12978,B
97,6,1986,8,79,residentiel,faible,double,pompe_chaleur,NO,101.8,9875,C
100,5,1922,5,176,commercial,moyen,double,gaz,SO,108.6,10860,C
100,10,1963,4,58,residentiel,tres_fort,double,gaz,SO,29.9,2990,A
788,13,2006,21,450,bureau,moyen,triple,pompe_chaleur,NO,67.8,53426,B
325,10,1938,21,17,commercial,moyen,simple,elec,SO,120.1,39032,C
371,4,1978,10,7,bureau,moyen,simple,bois,O,98.4,36506,C
247,14,2000,19,7,bureau,moyen,double,elec,S,71.7,17710,B
349,6,1998,9,112,bureau,faible,double,gaz,O,83.7,29211,B
557,5,1981,10,7,residentiel,fort,double,gaz,N,54.5,30356,B
326,10,1954,17,81,bureau,fort,double,elec,NO,83.5,27221,B
771,14,1945,22,60,commercial,fort,simple,gaz,E,106.3,81957,C
238,5,1936,16,174,industriel,fort,triple,gaz,E,67.7,16113,B
372,3,1996,23,77,residentiel,faible,double,gaz,N,120.8,44938,C
401,11,1947,23,77,residentiel,faible,simple,gaz,SO,155.4,62315,D
127,7,1987,4,103,commercial,faible,double,pompe_chaleur,O,89.1,11316,B
252,11,1925,12,491,bureau,faible,triple,gaz,SE,102.0,25704,C
67,7,1950,13,269,residentiel,fort,triple,elec,NE,71.5,4790,B
223,1,1960,7,208,residentiel,faible,simple,pompe_chaleur,NO,134.8,30060,C
201,6,2000,8,225,residentiel,fort,double,gaz,O,48.7,9789,A
193,12,1930,23,36,bureau,faible,simple,elec,NO,189.5,36574,D
184,14,1968,7,238,residentiel,faible,simple,pompe_chaleur,S,104.3,19191,C
350,6,1968,13,99,residentiel,faible,triple,elec,SO,91.5,32025,C
132,10,1953,13,268,residentiel,moyen,triple,elec,O,64.0,8448,B
900,2,2003,17,51,industriel,fort,simple,pompe_chaleur,N,66.2,59580,B
364,4,2021,14,295,residentiel,fort,triple,fioul,SO,30.6,11138,A
139,10,1924,4,77,residentiel,faible,double,pompe_chaleur,N,128.4,17848,C
385,1,2016,13,35,bureau,fort,double,elec,O,60.8,23408,B
491,11,2013,10,72,residentiel,fort,double,elec,SE,55.6,27300,B
317,14,2007,6,178,industriel,moyen,double,elec,E,37.6,11919,A
121,1,1932,23,39,industriel,faible,triple,gaz,S,138.7,16783,C
1172,9,1960,14,47,residentiel,faible,simple,elec,S,143.8,168534,C
383,5,1988,23,303,residentiel,faible,double,pompe_chaleur,NO,113.9,43624,C
102,10,1941,22,72,residentiel,tres_fort,double,gaz,NE,89.8,9160,B
283,13,1945,23,630,residentiel,moyen,triple,fioul,NE,97.1,27479,C
210,2,1978,8,39,residentiel,moyen,simple,bois,NE,74.9,15729,B
246,10,2007,20,14,residentiel,fort,double,gaz,E,57.1,14047,B
106,3,1936,4,38,residentiel,moyen,double,gaz,SO,88.1,9339,B
254,8,1921,14,112,bureau,fort,double,bois,S,80.9,20549,B
137,7,2023,21,150,residentiel,faible,simple,gaz,SE,74.4,10193,B
192,8,1963,15,9,residentiel,moyen,double,pompe_chaleur,SE,77.3,14842,B
321,11,1927,8,194,bureau,faible,double,gaz,N,133.9,42982,C
175,9,2020,5,7,residentiel,moyen,double,gaz,S,26.9,4708,A
200,5,1948,13,251,residentiel,moyen,double,gaz,NE,102.2,20440,C
434,10,1931,19,39,residentiel,fort,double,gaz,S,97.8,42445,C
131,9,1989,22,11,residentiel,fort,triple,fioul,SE,70.5,9236,B
155,1,1999,18,65,residentiel,fort,double,gaz,O,91.4,14167,C
102,9,1933,12,62,commercial,faible,simple,gaz,SE,156.6,15973,D
138,5,1995,18,837,industriel,tres_fort,triple,pompe_chaleur,N,70.8,9770,B
268,3,1959,19,54,residentiel,faible,triple,bois,N,109.4,29319,C
383,8,1953,11,29,residentiel,fort,double,gaz,NO,66.1,25316,B
139,8,1989,9,310,commercial,fort,double,pompe_chaleur,SE,48.5,6742,A
375,11,1926,9,35,bureau,fort,simple,gaz,SO,84.7,31762,B
263,7,1937,18,465,residentiel,moyen,double,pompe_chaleur,SE,104.6,27510,C
93,11,2006,20,499,residentiel,fort,double,pompe_chaleur,NO,54.2,5041,B
276,4,2022,7,72,residentiel,fort,double,fioul,N,25.0,6900,A
565,9,2014,23,57,bureau,faible,simple,elec,NE,109.6,61924,C
65,14,2001,4,159,residentiel,fort,simple,fioul,NO,52.8,3432,B
996,9,1933,12,228,residentiel,faible,double,gaz,O,153.7,153085,D
160,10,1952,13,65,residentiel,moyen,simple,pompe_chaleur,SO,96.8,15488,C
77,6,2008,5,213,residentiel,fort,double,pompe_chaleur,SO,27.7,2133,A
270,10,1994,18,204,bureau,fort,triple,gaz,SE,41.9,11313,A
438,12,2006,22,108,bureau,moyen,double,fioul,SO,82.6,36179,B
201,13,1962,8,36,bureau,moyen,simple,pompe_chaleur,NE,81.9,16462,B
304,13,1980,17,32,residentiel,moyen,simple,fioul,SE,88.2,26813,B
1079,5,1996,23,61,residentiel,moyen,double,gaz,N,87.5,94412,B
283,12,2001,17,153,commercial,moyen,triple,pompe_chaleur,S,43.0,12169,A
1974,5,1995,13,236,bureau,moyen,double,gaz,NO,76.9,151801,B
593,13,1924,22,160,residentiel,fort,triple,bois,N,97.6,57877,C
254,1,1941,12,331,residentiel,moyen,triple,gaz,SE,80.8,20523,B
300,13,1971,17,335,commercial,faible,simple,elec,S,124.8,37440,C
196,4,1992,19,4,commercial,moyen,double,gaz,E,79.3,15543,B
291,3,2020,16,0,commercial,faible,double,pompe_chaleur,E,85.9,24997,B
363,8,1951,10,39,bureau,moyen,double,gaz,NE,88.3,32053,B
184,8,2000,18,173,residentiel,moyen,double,fioul,N,74.1,13634,B
93,3,1989,10,399,residentiel,moyen,double,fioul,SE,56.2,5227,B
617,8,1947,13,214,residentiel,moyen,double,gaz,SO,62.7,38686,B
484,12,1938,14,202,bureau,fort,double,pompe_chaleur,NO,91.7,44383,C
91,7,1984,9,362,bureau,tres_fort,double,pompe_chaleur,S,38.8,3531,A
276,9,1954,19,16,residentiel,moyen,simple,elec,E,105.6,29146,C
502,12,1942,9,43,commercial,moyen,double,gaz,S,107.0,53714,C
467,3,1942,7,309,residentiel,faible,double,gaz,NE,125.2,58468,C
151,5,1943,18,53,residentiel,faible,double,gaz,SO,129.8,19600,C
487,13,1929,21,493,residentiel,fort,simple,elec,SO,114.0,55518,C
247,3,1939,8,178,commercial,fort,double,elec,SO,68.7,16969,B
321,4,2021,14,182,industriel,faible,double,elec,NO,72.1,23144,B
129,4,1939,22,363,bureau,faible,double,bois,S,137.2,17699,C
30,12,1962,11,222,industriel,moyen,simple,gaz,O,103.7,3111,C
142,3,1971,12,201,commercial,moyen,double,fioul,E,90.1,12794,C
356,6,1993,17,366,commercial,tres_fort,double,pompe_chaleur,N,48.8,17373,A
212,6,1952,16,60,commercial,moyen,double,pompe_chaleur,SE,73.1,15497,B
386,2,2005,6,352,residentiel,faible,simple,elec,NE,89.5,34547,B
531,2,2000,4,14,commercial,moyen,double,gaz,SO,51.3,27240,B
194,6,1972,11,46,bureau,faible,triple,fioul,SE,89.1,17285,B
181,2,2012,12,111,commercial,faible,double,pompe_chaleur,NO,72.6,13141,B
53,14,1956,16,130,residentiel,moyen,double,pompe_chaleur,N,105.0,5565,C
83,7,1970,11,197,commercial,moyen,simple,gaz,O,84.7,7030,B
96,1,1982,6,185,industriel,faible,simple,elec,O,99.4,9542,C
361,9,1939,19,119,residentiel,fort,triple,elec,NO,67.0,24187,B
196,11,1928,12,308,industriel,moyen,triple,elec,NE,100.5,19698,C
168,9,2023,5,13,residentiel,faible,simple,pompe_chaleur,SE,53.7,9022,B
155,8,1925,15,334,residentiel,tres_fort,triple,gaz,N,64.4,9982,B
142,2,1924,12,14,residentiel,moyen,simple,gaz,N,127.2,18062,C
467,11,1930,14,48,commercial,tres_fort,double,gaz,SO,58.3,27226,B
261,14,1977,21,341,bureau,tres_fort,double,gaz,O,74.1,19340,B
490,6,1947,7,61,residentiel,moyen,double,gaz,SE,96.5,47285,C
53,2,1942,17,149,bureau,moyen,double,gaz,SE,109.6,5809,C
355,3,2009,6,24,residentiel,fort,double,gaz,N,20.9,7419,A
174,10,2017,19,480,residentiel,moyen,simple,pompe_chaleur,NO,75.5,13137,B
201,9,2011,11,35,commercial,faible,triple,pompe_chaleur,S,57.2,11497,B
631,13,1953,19,30,bureau,fort,simple,gaz,S,99.1,62532,C
186,6,1928,4,39,commercial,moyen,simple,gaz,S,96.3,17912,C
345,13,2019,17,421,bureau,tres_fort,triple,pompe_chaleur,SE,29.2,10074,A
120,4,1976,9,10,industriel,fort,double,gaz,N,64.6,7752,B
251,8,2021,11,89,residentiel,tres_fort,double,gaz,NO,35.4,8885,A
80,10,1937,8,434,residentiel,fort,double,elec,O,66.1,5288,B
235,4,2018,11,56,residentiel,fort,simple,bois,E,44.9,10552,A
320,6,1952,19,326,bureau,moyen,double,gaz,S,84.3,26976,B
531,12,2002,5,11,bureau,tres_fort,double,bois,E,32.2,17098,A
138,9,1931,16,43,commercial,tres_fort,double,gaz,E,65.9,9094,B
169,9,1997,7,43,residentiel,fort,double,gaz,E,50.0,8450,A
156,9,1969,11,328,residentiel,fort,triple,gaz,NE,53.5,8346,B
205,12,2019,15,164,bureau,fort,triple,pompe_chaleur,SO,40.6,8323,A
125,14,1935,5,284,industriel,moyen,double,elec,O,85.0,10625,B
54,6,1943,21,120,residentiel,tres_fort,triple,elec,S,59.2,3197,B
118,5,1986,17,147,residentiel,faible,triple,bois,NE,76.1,8980,B
236,13,2004,16,164,residentiel,moyen,triple,elec,SE,66.0,15576,B
221,7,2012,22,107,residentiel,moyen,double,gaz,NE,73.5,16244,B
360,14,1931,11,327,residentiel,fort,simple,pompe_chaleur,NE,70.7,25452,B
441,13,1920,6,188,residentiel,fort,simple,gaz,NO,71.0,31311,B
